high,volume,average,low,time
1126.65,85213.02,1112.44,1102.01,2017-02-22 00:00:00
1114.92,119053.76,1093.67,1076.27,2017-02-21 00:00:00
1071.33,61177.33,1054.29,1042.48,2017-02-20 00:00:00
1056.68,39973.13,1051.2,1046.52,2017-02-19 00:00:00
1060.88,57860.34,1056.5,1048.04,2017-02-18 00:00:00
1052.34,83482.19,1040.05,1029.22,2017-02-17 00:00:00
1031.86,75657.22,1021.04,1008.26,2017-02-16 00:00:00
1008.46,46666.09,1005.31,1002.22,2017-02-15 00:00:00
1010.77,77286.77,1001.26,990.14,2017-02-14 00:00:00
1001.56,67778.27,993.83,985.05,2017-02-13 00:00:00
1003.25,38904.31,999.57,996.27,2017-02-12 00:00:00
1008.07,68156.72,1001.7,985.48,2017-02-11 00:00:00
991.81,145605.18,974.42,956.6,2017-02-10 00:00:00
1085.81,328429.48,1032.72,966.56,2017-02-09 00:00:00
1077.32,149981.52,1063.32,1042.16,2017-02-08 00:00:00
1061.52,104249.79,1053.92,1039.1,2017-02-07 00:00:00
1040.78,79305.72,1036.89,1028.25,2017-02-06 00:00:00
1041.82,79732.17,1033.79,1021.86,2017-02-05 00:00:00
1043.63,99206.91,1029.12,1019.16,2017-02-04 00:00:00
1029.5,133397.25,1023.48,1009.98,2017-02-03 00:00:00
1010.81,91723.16,996.83,985.3,2017-02-02 00:00:00
989.47,98654.05,976.67,970.12,2017-02-01 00:00:00
969.01,77429.17,944.21,924.86,2017-01-31 00:00:00
925.93,31649.82,922.51,917.54,2017-01-30 00:00:00
922.72,18422.3,921.44,918.93,2017-01-29 00:00:00
923.52,20590.03,922.01,920.34,2017-01-28 00:00:00
923.98,40509.75,919.69,914.62,2017-01-27 00:00:00
918.61,47121.37,910.41,902.06,2017-01-26 00:00:00
904.34,47595.33,900.08,895.88,2017-01-25 00:00:00
921.48,76343.39,911.75,896.17,2017-01-24 00:00:00
928.19,41520.95,924.25,919.75,2017-01-23 00:00:00
938.61,65415.71,926.27,904.1,2017-01-22 00:00:00
928.25,49458.11,920.53,899.32,2017-01-21 00:00:00
903.84,47450.48,899.16,891.69,2017-01-20 00:00:00
908.53,66952.05,897.04,889.19,2017-01-19 00:00:00
912.43,88310.66,890.0,864.13,2017-01-18 00:00:00
910.03,106663.89,881.76,836.12,2017-01-17 00:00:00
836.17,44149.15,832.6,824.59,2017-01-16 00:00:00
825.01,28550.81,821.4,817.49,2017-01-15 00:00:00
837.39,48284.87,830.89,819.05,2017-01-14 00:00:00
830.83,96232.82,812.0,789.48,2017-01-13 00:00:00
828.65,139081.45,789.67,766.53,2017-01-12 00:00:00
921.49,221046.57,852.88,781.68,2017-01-11 00:00:00
916.2,54397.67,910.02,905.51,2017-01-10 00:00:00
911.63,67833.25,900.04,888.91,2017-01-09 00:00:00
940.56,80493.07,920.99,901.44,2017-01-08 00:00:00
907.24,133419.05,876.54,831.45,2017-01-07 00:00:00
1033.64,196895.51,942.65,892.83,2017-01-06 00:00:00
1153.86,282648.71,1060.08,959.42,2017-01-05 00:00:00
1139.62,171704.76,1087.68,1049.48,2017-01-04 00:00:00
1046.18,67442.92,1031.18,1023.8,2017-01-03 00:00:00
1033.89,79245.68,1018.17,1001.07,2017-01-02 00:00:00
1004.91,47813.38,979.53,965.06,2017-01-01 00:00:00
967.03,28080.13,960.06,953.56,2016-12-31 00:00:00
972.95,76098.05,958.53,942.25,2016-12-30 00:00:00
981.1,75818.01,973.35,960.17,2016-12-29 00:00:00
977.8,85199.0,958.82,940.16,2016-12-28 00:00:00
938.66,60931.54,920.82,902.42,2016-12-27 00:00:00
910.16,48480.73,904.39,897.17,2016-12-26 00:00:00
898.6,48778.41,880.14,864.26,2016-12-25 00:00:00
920.2,47391.89,905.79,891.21,2016-12-24 00:00:00
919.73,124532.03,902.66,863.06,2016-12-23 00:00:00
870.83,93047.9,858.35,834.42,2016-12-22 00:00:00
828.95,73681.33,819.6,803.97,2016-12-21 00:00:00
802.96,42823.88,796.26,793.5,2016-12-20 00:00:00
796.47,34684.26,795.11,792.85,2016-12-19 00:00:00
793.74,21205.81,791.97,790.09,2016-12-18 00:00:00
792.58,29912.5,791.37,786.73,2016-12-17 00:00:00
786.98,37713.11,784.18,780.66,2016-12-16 00:00:00
784.07,36871.52,782.16,780.15,2016-12-15 00:00:00
787.25,32343.21,784.81,781.96,2016-12-14 00:00:00
788.89,41212.56,784.3,780.09,2016-12-13 00:00:00
785.02,35948.48,780.45,774.73,2016-12-12 00:00:00
775.52,23553.36,772.62,770.33,2016-12-11 00:00:00
779.86,23515.24,778.79,777.16,2016-12-10 00:00:00
777.76,30055.46,775.8,773.08,2016-12-09 00:00:00
776.43,39223.62,773.28,769.25,2016-12-08 00:00:00
774.36,45272.62,767.68,760.62,2016-12-07 00:00:00
765.49,42435.52,762.91,759.84,2016-12-06 00:00:00
771.45,52302.8,761.29,754.98,2016-12-05 00:00:00
772.18,24435.95,769.76,767.87,2016-12-04 00:00:00
775.92,27773.32,769.43,764.73,2016-12-03 00:00:00
776.57,61542.13,772.0,757.75,2016-12-02 00:00:00
757.31,49025.68,752.53,745.48,2016-12-01 00:00:00
747.86,41184.16,743.19,737.88,2016-11-30 00:00:00
739.58,36447.59,737.71,736.33,2016-11-29 00:00:00
739.29,35496.84,737.76,734.22,2016-11-28 00:00:00
739.7,22792.67,737.34,733.99,2016-11-27 00:00:00
753.23,24085.92,745.45,734.39,2016-11-26 00:00:00
752.06,33702.16,747.81,744.5,2016-11-25 00:00:00
751.85,38229.99,749.2,744.74,2016-11-24 00:00:00
755.19,42760.19,750.25,745.41,2016-11-23 00:00:00
756.53,50551.44,749.46,743.11,2016-11-22 00:00:00
746.85,38914.67,741.02,735.01,2016-11-21 00:00:00
758.77,50732.91,747.22,726.62,2016-11-20 00:00:00
755.75,28981.11,753.56,751.34,2016-11-19 00:00:00
754.28,48087.72,748.06,738.77,2016-11-18 00:00:00
753.55,69045.51,748.27,741.16,2016-11-17 00:00:00
744.15,149931.65,729.05,716.29,2016-11-16 00:00:00
718.03,67109.58,714.84,712.61,2016-11-15 00:00:00
713.3,54164.26,706.1,703.77,2016-11-14 00:00:00
707.8,58440.62,700.44,694.67,2016-11-13 00:00:00
721.49,44560.97,714.22,708.37,2016-11-12 00:00:00
721.7,43323.23,719.65,718.19,2016-11-11 00:00:00
725.56,61060.36,719.8,714.77,2016-11-10 00:00:00
739.9,119890.5,728.6,712.28,2016-11-09 00:00:00
714.96,62322.88,711.08,707.11,2016-11-08 00:00:00
711.27,52940.14,708.85,705.15,2016-11-07 00:00:00
716.82,42966.32,712.1,705.96,2016-11-06 00:00:00
708.31,35933.72,706.37,702.83,2016-11-05 00:00:00
709.23,79062.44,702.96,695.05,2016-11-04 00:00:00
746.32,149312.03,728.18,690.15,2016-11-03 00:00:00
737.35,64229.31,729.38,725.12,2016-11-02 00:00:00
734.01,104369.68,724.22,703.54,2016-11-01 00:00:00
709.04,65736.69,703.38,695.58,2016-10-31 00:00:00
712.06,60033.1,707.89,700.67,2016-10-30 00:00:00
720.77,85264.55,709.14,693.06,2016-10-29 00:00:00
692.36,61307.8,689.29,686.65,2016-10-28 00:00:00
687.21,73762.57,684.43,676.54,2016-10-27 00:00:00
676.21,75190.24,666.84,659.16,2016-10-26 00:00:00
661.91,74686.26,657.9,654.21,2016-10-25 00:00:00
656.08,57903.33,654.83,653.72,2016-10-24 00:00:00
658.78,40672.69,655.68,653.82,2016-10-23 00:00:00
656.31,62062.29,644.0,634.73,2016-10-22 00:00:00
635.72,46521.55,634.51,633.19,2016-10-21 00:00:00
633.33,40397.09,632.49,630.84,2016-10-20 00:00:00
640.0,58652.03,635.87,630.64,2016-10-19 00:00:00
641.31,43124.18,640.05,638.03,2016-10-18 00:00:00
642.52,44957.65,641.24,640.12,2016-10-17 00:00:00
643.65,24380.62,642.43,641.05,2016-10-16 00:00:00
643.27,26957.6,642.28,639.75,2016-10-15 00:00:00
641.74,53683.56,639.67,637.73,2016-10-14 00:00:00
639.5,48690.85,638.06,637.05,2016-10-13 00:00:00
641.13,54229.72,639.38,637.34,2016-10-12 00:00:00
641.22,91467.43,632.94,619.43,2016-10-11 00:00:00
619.8,44230.53,618.93,617.62,2016-10-10 00:00:00
621.09,24308.86,619.36,617.29,2016-10-09 00:00:00
621.23,25341.44,620.41,619.6,2016-10-08 00:00:00
619.61,56508.49,616.81,612.96,2016-10-07 00:00:00
614.91,41115.63,614.17,613.71,2016-10-06 00:00:00
614.9,41533.41,612.99,611.01,2016-10-05 00:00:00
613.01,43853.16,611.57,610.84,2016-10-04 00:00:00
613.93,38212.79,613.08,611.57,2016-10-03 00:00:00
616.62,27461.53,613.23,611.03,2016-10-02 00:00:00
616.76,27975.35,614.38,612.56,2016-10-01 00:00:00
610.75,42936.03,607.31,605.76,2016-09-30 00:00:00
607.7,44143.08,607.18,606.67,2016-09-29 00:00:00
608.61,37658.58,607.34,606.82,2016-09-28 00:00:00
609.12,45548.9,608.2,606.97,2016-09-27 00:00:00
609.09,49136.48,606.08,602.07,2016-09-26 00:00:00
605.21,22064.67,603.65,601.8,2016-09-25 00:00:00
606.36,22267.82,605.22,604.15,2016-09-24 00:00:00
604.63,44127.8,601.05,597.51,2016-09-23 00:00:00
599.64,40275.81,598.7,597.51,2016-09-22 00:00:00
600.28,67148.2,598.94,597.35,2016-09-21 00:00:00
610.62,44709.9,610.18,609.27,2016-09-20 00:00:00
612.44,39546.55,611.18,610.12,2016-09-19 00:00:00
611.77,28530.22,610.13,608.22,2016-09-18 00:00:00
610.42,27047.8,609.32,607.98,2016-09-17 00:00:00
610.79,40085.44,609.89,609.03,2016-09-16 00:00:00
612.67,41928.37,611.2,609.49,2016-09-15 00:00:00
613.18,41854.32,611.66,609.71,2016-09-14 00:00:00
612.01,76078.98,610.01,608.97,2016-09-13 00:00:00
610.16,58638.94,608.49,607.05,2016-09-12 00:00:00
629.53,59313.21,622.25,603.53,2016-09-11 00:00:00
626.45,34783.81,625.21,624.09,2016-09-10 00:00:00
627.68,47379.65,624.54,622.56,2016-09-09 00:00:00
628.77,60338.69,623.17,615.48,2016-09-08 00:00:00
615.85,50349.39,613.11,610.68,2016-09-07 00:00:00
611.66,46164.85,609.13,605.7,2016-09-06 00:00:00
607.82,60937.4,606.24,603.25,2016-09-05 00:00:00
609.48,60191.97,603.1,596.98,2016-09-04 00:00:00
599.1,93073.88,579.59,575.02,2016-09-03 00:00:00
576.37,46783.31,573.74,571.66,2016-09-02 00:00:00
576.02,46164.76,574.01,572.7,2016-09-01 00:00:00
578.59,46306.63,575.59,574.62,2016-08-31 00:00:00
578.92,98809.85,576.9,573.97,2016-08-30 00:00:00
575.26,88342.44,574.32,572.65,2016-08-29 00:00:00
573.91,70166.72,572.52,570.58,2016-08-28 00:00:00
578.83,70666.17,574.66,570.0,2016-08-27 00:00:00
581.55,74459.06,579.11,577.39,2016-08-26 00:00:00
577.71,99476.14,577.03,576.59,2016-08-25 00:00:00
584.67,86701.49,582.34,580.12,2016-08-24 00:00:00
591.08,109136.58,586.79,583.68,2016-08-23 00:00:00
589.76,98134.05,585.43,581.71,2016-08-22 00:00:00
584.48,70391.87,583.19,581.88,2016-08-21 00:00:00
582.31,79106.17,580.43,577.69,2016-08-20 00:00:00
580.0,73308.17,578.1,576.51,2016-08-19 00:00:00
579.74,101621.63,577.54,575.97,2016-08-18 00:00:00
582.12,100359.7,578.01,574.8,2016-08-17 00:00:00
582.79,115419.56,574.89,570.14,2016-08-16 00:00:00
577.27,109579.19,573.51,567.86,2016-08-15 00:00:00
589.75,114321.55,581.71,572.55,2016-08-14 00:00:00
593.03,96998.33,591.34,589.58,2016-08-13 00:00:00
593.17,115443.67,591.38,587.83,2016-08-12 00:00:00
597.96,113640.24,595.39,591.72,2016-08-11 00:00:00
601.82,137525.36,596.37,591.13,2016-08-10 00:00:00
595.59,104213.5,593.12,589.19,2016-08-09 00:00:00
596.76,95696.19,595.05,592.57,2016-08-08 00:00:00
600.94,96429.68,594.25,591.56,2016-08-07 00:00:00
590.48,106662.5,578.53,571.98,2016-08-06 00:00:00
579.26,76174.82,576.39,573.41,2016-08-05 00:00:00
580.94,122721.85,576.47,569.64,2016-08-04 00:00:00
570.6,236792.34,552.13,531.34,2016-08-03 00:00:00
613.58,265835.9,593.7,516.93,2016-08-02 00:00:00
626.91,158797.57,621.89,609.36,2016-08-01 00:00:00
656.73,150915.68,637.11,627.76,2016-07-31 00:00:00
659.22,61790.12,657.89,655.58,2016-07-30 00:00:00
660.12,80330.66,658.0,655.25,2016-07-29 00:00:00
658.51,88978.85,656.24,654.48,2016-07-28 00:00:00
658.71,92944.61,653.62,649.17,2016-07-27 00:00:00
656.9,122470.33,653.05,646.89,2016-07-26 00:00:00
662.56,102183.27,657.32,653.76,2016-07-25 00:00:00
662.8,109813.44,657.79,653.67,2016-07-24 00:00:00
656.48,112718.43,654.21,650.46,2016-07-23 00:00:00
667.4,159347.08,660.86,649.51,2016-07-22 00:00:00
666.92,133613.17,664.84,662.41,2016-07-21 00:00:00
674.19,145332.82,670.32,665.1,2016-07-20 00:00:00
675.17,116102.09,672.64,669.0,2016-07-19 00:00:00
682.57,129088.32,679.2,671.57,2016-07-18 00:00:00
682.56,144749.89,671.99,664.85,2016-07-17 00:00:00
667.59,80956.19,665.45,662.41,2016-07-16 00:00:00
666.95,137788.34,664.47,660.33,2016-07-15 00:00:00
663.82,118203.12,658.93,653.34,2016-07-14 00:00:00
669.17,225190.16,664.31,659.9,2016-07-13 00:00:00
672.74,213676.94,658.27,647.7,2016-07-12 00:00:00
659.31,168759.16,650.87,646.57,2016-07-11 00:00:00
650.9,187672.16,647.76,644.96,2016-07-10 00:00:00
666.63,341921.44,653.28,640.29,2016-07-09 00:00:00
666.95,231893.77,648.81,636.96,2016-07-08 00:00:00
681.88,349393.72,645.3,619.57,2016-07-07 00:00:00
681.37,144414.44,676.19,669.63,2016-07-06 00:00:00
683.68,130883.37,675.33,667.54,2016-07-05 00:00:00
681.42,142103.42,673.78,657.83,2016-07-04 00:00:00
704.55,193617.81,678.42,656.72,2016-07-03 00:00:00
704.68,118108.52,690.88,678.79,2016-07-02 00:00:00
686.22,175463.0,679.3,672.05,2016-07-01 00:00:00
674.63,177720.17,656.19,638.15,2016-06-30 00:00:00
646.31,182523.74,638.03,631.92,2016-06-29 00:00:00
651.5,162477.19,648.54,643.1,2016-06-28 00:00:00
658.9,114172.35,641.67,620.73,2016-06-27 00:00:00
667.93,100111.04,644.29,616.59,2016-06-26 00:00:00
693.25,123004.65,674.72,646.24,2016-06-25 00:00:00
684.07,229084.08,657.79,622.09,2016-06-24 00:00:00
633.16,286653.74,594.64,556.74,2016-06-23 00:00:00
681.09,229156.82,654.12,587.32,2016-06-22 00:00:00
735.61,282857.48,684.91,637.69,2016-06-21 00:00:00
767.96,129642.79,752.92,728.32,2016-06-20 00:00:00
769.43,65329.56,758.31,743.91,2016-06-19 00:00:00
783.96,135487.8,753.29,727.61,2016-06-18 00:00:00
775.85,213496.88,750.61,708.26,2016-06-17 00:00:00
773.79,266589.98,740.71,697.08,2016-06-16 00:00:00
698.55,91122.89,686.89,673.73,2016-06-15 00:00:00
704.14,154332.93,688.37,662.22,2016-06-14 00:00:00
717.17,250243.02,689.14,659.53,2016-06-13 00:00:00
682.66,250444.84,640.61,606.03,2016-06-12 00:00:00
611.46,68293.24,586.87,581.18,2016-06-11 00:00:00
583.79,56614.88,579.65,576.1,2016-06-10 00:00:00
585.56,64539.76,580.7,575.28,2016-06-09 00:00:00
586.73,65587.16,580.92,575.08,2016-06-08 00:00:00
592.96,108437.52,584.69,568.31,2016-06-07 00:00:00
588.64,79256.13,583.97,575.42,2016-06-06 00:00:00
585.07,68907.63,577.28,568.97,2016-06-05 00:00:00
592.13,102193.51,574.97,564.21,2016-06-04 00:00:00
576.56,136620.25,559.84,540.62,2016-06-03 00:00:00
542.73,68197.59,538.65,535.22,2016-06-02 00:00:00
544.72,88126.88,535.17,526.35,2016-06-01 00:00:00
546.94,143394.75,536.74,520.07,2016-05-31 00:00:00
544.74,104957.9,534.73,520.32,2016-05-30 00:00:00
553.36,170071.69,525.11,509.33,2016-05-29 00:00:00
532.65,181570.11,498.4,472.87,2016-05-28 00:00:00
480.06,169925.93,472.88,455.6,2016-05-27 00:00:00
457.64,53640.93,454.52,450.64,2016-05-26 00:00:00
455.1,55846.74,452.31,449.23,2016-05-25 00:00:00
452.75,54630.97,449.43,446.08,2016-05-24 00:00:00
448.26,57506.36,444.65,441.06,2016-05-23 00:00:00
448.4,38909.07,445.31,441.16,2016-05-22 00:00:00
448.88,33432.74,446.57,444.16,2016-05-21 00:00:00
447.89,70192.3,444.64,438.66,2016-05-20 00:00:00
459.84,89832.53,453.52,439.3,2016-05-19 00:00:00
460.18,52176.98,457.95,455.14,2016-05-18 00:00:00
459.88,53677.1,457.91,455.76,2016-05-17 00:00:00
462.67,57694.24,459.7,454.85,2016-05-16 00:00:00
463.86,29657.31,461.01,458.72,2016-05-15 00:00:00
461.02,32132.07,459.1,457.32,2016-05-14 00:00:00
459.89,52002.24,457.41,454.95,2016-05-13 00:00:00
458.58,70447.34,454.42,451.31,2016-05-12 00:00:00
459.08,67340.42,455.93,452.54,2016-05-11 00:00:00
469.4,88932.3,458.41,442.62,2016-05-10 00:00:00
470.06,70414.43,461.89,458.94,2016-05-09 00:00:00
463.81,43245.65,460.73,458.76,2016-05-08 00:00:00
462.5,44624.55,460.07,457.9,2016-05-07 00:00:00
462.71,96261.53,453.8,449.04,2016-05-06 00:00:00
451.31,62098.48,449.25,447.44,2016-05-05 00:00:00
451.97,62838.62,449.2,446.2,2016-05-04 00:00:00
452.77,74502.29,448.5,443.27,2016-05-03 00:00:00
455.76,103336.51,448.63,442.14,2016-05-02 00:00:00
457.34,31855.73,453.59,450.01,2016-05-01 00:00:00
457.86,52902.14,454.91,449.6,2016-04-30 00:00:00
457.99,63917.62,452.92,448.16,2016-04-29 00:00:00
451.56,105577.51,446.85,438.0,2016-04-28 00:00:00
469.38,125720.22,461.41,445.74,2016-04-27 00:00:00
470.46,100693.36,466.38,461.34,2016-04-26 00:00:00
468.25,109845.25,460.59,455.32,2016-04-25 00:00:00
461.71,85852.39,455.35,450.57,2016-04-24 00:00:00
452.88,53419.43,448.89,446.33,2016-04-23 00:00:00
451.37,74431.31,446.96,444.18,2016-04-22 00:00:00
452.12,91346.73,445.08,441.2,2016-04-21 00:00:00
444.1,101602.92,438.88,435.28,2016-04-20 00:00:00
437.91,68939.95,432.57,430.37,2016-04-19 00:00:00
432.15,60554.91,430.12,428.16,2016-04-18 00:00:00
434.36,44966.34,431.66,426.89,2016-04-17 00:00:00
435.44,47866.03,432.87,430.79,2016-04-16 00:00:00
432.35,75089.31,429.19,424.45,2016-04-15 00:00:00
427.87,49552.1,425.84,423.21,2016-04-14 00:00:00
427.68,62774.27,425.22,422.81,2016-04-13 00:00:00
429.81,84459.86,426.37,424.12,2016-04-12 00:00:00
426.27,61938.04,423.79,420.36,2016-04-11 00:00:00
424.83,38374.05,422.28,420.07,2016-04-10 00:00:00
422.23,45501.77,419.64,415.84,2016-04-09 00:00:00
427.47,69852.49,424.49,419.84,2016-04-08 00:00:00
425.71,66178.96,423.69,421.56,2016-04-07 00:00:00
427.13,62727.78,425.25,423.76,2016-04-06 00:00:00
426.9,67465.38,424.42,421.35,2016-04-05 00:00:00
424.44,61326.34,421.99,419.95,2016-04-04 00:00:00
424.21,39851.5,422.49,420.54,2016-04-03 00:00:00
424.64,46881.94,422.39,419.26,2016-04-02 00:00:00
420.7,58388.22,418.92,417.04,2016-04-01 00:00:00
421.18,73530.13,419.06,416.17,2016-03-31 00:00:00
419.84,73680.72,416.7,413.34,2016-03-30 00:00:00
428.47,97192.71,421.94,413.18,2016-03-29 00:00:00
427.74,66649.9,425.56,423.23,2016-03-28 00:00:00
428.77,77807.74,422.77,418.62,2016-03-27 00:00:00
425.4,43434.41,420.76,417.47,2016-03-26 00:00:00
425.17,53223.09,420.57,416.5,2016-03-25 00:00:00
423.82,63641.15,420.29,416.89,2016-03-24 00:00:00
422.28,59302.03,420.58,418.91,2016-03-23 00:00:00
422.81,71963.75,419.45,414.65,2016-03-22 00:00:00
416.3,64862.71,412.88,410.47,2016-03-21 00:00:00
417.32,46394.67,414.24,412.04,2016-03-20 00:00:00
414.35,52671.78,411.56,408.88,2016-03-19 00:00:00
422.86,96304.64,417.12,407.03,2016-03-18 00:00:00
425.17,66903.69,422.92,420.57,2016-03-17 00:00:00
421.44,70447.01,419.08,417.11,2016-03-16 00:00:00
420.87,72144.29,419.1,416.9,2016-03-15 00:00:00
419.07,72948.98,416.43,413.91,2016-03-14 00:00:00
419.25,50413.4,415.67,412.41,2016-03-13 00:00:00
423.55,80538.13,416.76,411.19,2016-03-12 00:00:00
426.1,87096.76,422.33,418.29,2016-03-11 00:00:00
421.03,93110.58,417.85,415.02,2016-03-10 00:00:00
418.07,70404.78,415.38,412.51,2016-03-09 00:00:00
418.43,79211.98,415.33,412.85,2016-03-08 00:00:00
417.32,95203.79,411.5,404.79,2016-03-07 00:00:00
412.62,84797.83,405.38,394.85,2016-03-06 00:00:00
412.04,161047.05,405.29,392.91,2016-03-05 00:00:00
426.88,105203.64,422.41,410.51,2016-03-04 00:00:00
428.07,112057.01,423.56,418.71,2016-03-03 00:00:00
437.95,85278.38,434.22,424.63,2016-03-02 00:00:00
440.43,98276.05,436.43,432.11,2016-03-01 00:00:00
441.99,98934.12,437.64,431.58,2016-02-29 00:00:00
437.39,69579.67,431.3,424.78,2016-02-28 00:00:00
436.48,58483.8,434.18,431.89,2016-02-27 00:00:00
433.95,78801.85,425.47,419.71,2016-02-26 00:00:00
429.42,72742.65,424.66,420.43,2016-02-25 00:00:00
427.58,90733.87,423.54,414.35,2016-02-24 00:00:00
442.79,123078.07,429.85,418.29,2016-02-23 00:00:00
441.5,85325.94,437.45,431.63,2016-02-22 00:00:00
448.96,131847.07,439.32,428.7,2016-02-21 00:00:00
443.72,139943.81,431.25,420.87,2016-02-20 00:00:00
425.55,70932.11,420.92,416.41,2016-02-19 00:00:00
426.85,98653.01,420.8,416.21,2016-02-18 00:00:00
422.52,123211.37,415.28,406.42,2016-02-17 00:00:00
410.01,93824.96,404.68,400.36,2016-02-16 00:00:00
410.9,111384.52,404.46,397.82,2016-02-15 00:00:00
408.57,95518.68,400.51,393.08,2016-02-14 00:00:00
393.79,62888.45,390.52,386.52,2016-02-13 00:00:00
387.85,85110.69,383.12,378.62,2016-02-12 00:00:00
384.56,94197.33,379.78,374.84,2016-02-11 00:00:00
387.32,123079.7,381.09,375.05,2016-02-10 00:00:00
379.69,75162.77,374.85,372.75,2016-02-09 00:00:00
381.65,85279.52,378.33,373.77,2016-02-08 00:00:00
382.53,56741.37,378.74,375.7,2016-02-07 00:00:00
388.34,99725.52,378.42,372.98,2016-02-06 00:00:00
392.65,82866.52,389.02,386.26,2016-02-05 00:00:00
393.25,134333.14,380.51,371.48,2016-02-04 00:00:00
378.97,85531.0,375.56,369.19,2016-02-03 00:00:00
379.14,78983.12,376.92,373.82,2016-02-02 00:00:00
380.66,105057.84,375.03,369.13,2016-02-01 00:00:00
383.34,66262.15,380.6,367.84,2016-01-31 00:00:00
383.09,54319.27,380.7,377.54,2016-01-30 00:00:00
386.23,178114.29,377.41,365.4,2016-01-29 00:00:00
398.86,107055.49,386.56,380.98,2016-01-28 00:00:00
399.93,68676.52,397.4,393.37,2016-01-27 00:00:00
400.57,78679.31,396.03,391.82,2016-01-26 00:00:00
404.35,98626.68,397.98,389.08,2016-01-25 00:00:00
406.83,91135.38,398.22,388.35,2016-01-24 00:00:00
395.74,88174.95,390.34,382.58,2016-01-23 00:00:00
411.85,180761.21,395.35,375.94,2016-01-22 00:00:00
423.26,113537.15,415.17,406.65,2016-01-21 00:00:00
425.46,234891.28,394.3,377.04,2016-01-20 00:00:00
389.38,80339.74,385.61,379.72,2016-01-19 00:00:00
389.58,82680.55,384.91,377.18,2016-01-18 00:00:00
391.8,88103.95,385.85,379.65,2016-01-17 00:00:00
392.07,234469.76,372.47,354.69,2016-01-16 00:00:00
431.38,340111.7,403.18,362.33,2016-01-15 00:00:00
435.78,55488.87,432.41,429.53,2016-01-14 00:00:00
438.13,119041.62,431.18,423.18,2016-01-13 00:00:00
450.73,68205.35,448.6,436.4,2016-01-12 00:00:00
452.51,70092.11,448.74,444.69,2016-01-11 00:00:00
451.36,61292.19,446.7,442.69,2016-01-10 00:00:00
456.08,53484.83,451.75,448.46,2016-01-09 00:00:00
463.69,105583.63,456.0,448.22,2016-01-08 00:00:00
460.38,170959.51,449.62,431.64,2016-01-07 00:00:00
434.36,63352.65,432.23,428.24,2016-01-06 00:00:00
437.82,64571.78,433.34,431.14,2016-01-05 00:00:00
436.22,69064.74,432.09,429.12,2016-01-04 00:00:00
435.91,72525.66,431.25,425.78,2016-01-03 00:00:00
437.34,48382.83,434.7,432.31,2016-01-02 00:00:00
437.43,63166.32,433.86,429.02,2016-01-01 00:00:00
434.07,86762.67,427.23,416.4,2015-12-31 00:00:00
435.83,89554.59,430.72,423.29,2015-12-30 00:00:00
435.16,97212.03,426.94,421.74,2015-12-29 00:00:00
430.72,98522.71,425.84,419.04,2015-12-28 00:00:00
425.86,97632.16,419.61,409.61,2015-12-27 00:00:00
458.15,254700.73,430.63,405.71,2015-12-26 00:00:00
459.61,61665.88,455.98,452.43,2015-12-25 00:00:00
460.35,99057.77,455.24,444.2,2015-12-24 00:00:00
446.62,85223.98,442.08,436.98,2015-12-23 00:00:00
445.45,93933.97,440.49,436.02,2015-12-22 00:00:00
446.38,154925.94,438.24,426.91,2015-12-21 00:00:00
463.63,146872.98,454.71,434.6,2015-12-20 00:00:00
467.1,84321.89,464.03,456.63,2015-12-19 00:00:00
468.59,106938.98,461.29,454.67,2015-12-18 00:00:00
462.93,85265.62,456.03,449.02,2015-12-17 00:00:00
467.09,211543.91,457.34,442.72,2015-12-16 00:00:00
466.62,153959.27,457.22,444.12,2015-12-15 00:00:00
448.34,274925.31,441.91,429.78,2015-12-14 00:00:00
443.85,104157.34,436.76,423.78,2015-12-13 00:00:00
470.22,276574.66,432.72,409.46,2015-12-12 00:00:00
453.64,218463.26,433.37,416.5,2015-12-11 00:00:00
422.62,99923.19,416.7,411.47,2015-12-10 00:00:00
426.26,169813.92,418.59,406.61,2015-12-09 00:00:00
419.09,109048.28,397.32,392.16,2015-12-08 00:00:00
402.3,128718.25,394.41,384.54,2015-12-07 00:00:00
403.1,168016.41,394.53,387.15,2015-12-06 00:00:00
391.48,145524.13,376.06,364.09,2015-12-05 00:00:00
367.19,74814.06,362.0,356.6,2015-12-04 00:00:00
374.13,115391.87,364.62,356.92,2015-12-03 00:00:00
364.53,126911.54,357.02,349.21,2015-12-02 00:00:00
381.97,146519.98,368.63,356.06,2015-12-01 00:00:00
383.01,166039.94,376.91,369.95,2015-11-30 00:00:00
373.75,86905.3,362.35,356.13,2015-11-29 00:00:00
364.7,76930.65,356.51,352.04,2015-11-28 00:00:00
364.06,134863.05,355.99,347.05,2015-11-27 00:00:00
368.8,269222.57,343.4,329.43,2015-11-26 00:00:00
339.21,105455.7,324.54,316.74,2015-11-25 00:00:00
331.44,69882.2,323.65,319.51,2015-11-24 00:00:00
328.75,59189.43,324.43,321.67,2015-11-23 00:00:00
331.92,46345.42,325.78,321.42,2015-11-22 00:00:00
331.43,61942.62,326.23,320.09,2015-11-21 00:00:00
328.47,137508.78,320.96,313.24,2015-11-20 00:00:00
341.62,114247.92,332.58,325.76,2015-11-19 00:00:00
339.48,104278.62,335.34,331.24,2015-11-18 00:00:00
341.25,127997.13,335.43,330.05,2015-11-17 00:00:00
